時間,XY8002FR,XY8002TI,XY8002PI,TB8002PIB,TB8004PI,MX8004PIB,MX8004TI,MX8004FR
2021-06-17 00:00:00,-0.129433084083628,28.139690000000002,7.8136215959865698,6.9782591789333104,8.4565175679078308,6.6325637112772799,28.7180222798718,-0.68609797039523601
