時間,新營流量,新營溫度,新營壓力,太保壓力北,太保壓力南,民雄壓力,民雄溫度,民雄流量
2021-08-22 18:50:38,-0.13778803601404199,29.197690000000001,12.374358023096301,11.477519751651901,5.1264838094765697,3.2957744544483498,29.841377994811499,-0.72653746375705297
2021-08-22 18:50:39,-0.13492675110636601,29.197690000000001,12.373215359194299,11.4766882356669,5.1286403864184296,3.3008194719975599,29.841622157790301,-0.72676636654967897
2021-08-22 18:50:40,-0.13622005188463299,29.19229,12.371960038287799,11.4759050012552,5.1271114699298002,3.3009934381199399,29.841759499465901,-0.65946894552113799
2021-08-22 18:50:41,-0.13554478864642,29.19229,12.374679900251801,11.474920593621199,5.1257810443537304,3.2988051274225501,29.842209674957999,-0.79032504196550801
2021-08-22 18:50:42,-0.13775370059514799,29.226710000000001,12.376004961208601,11.473842305150299,5.1273528777964303,3.3023256523729598,29.842476728216099,-0.66957881886158699
2021-08-22 18:50:43,-0.13721577903250501,29.226710000000001,12.3754631346635,11.4763583115825,5.1276640257134103,3.3029070654661998,29.842293605982,-0.65088509079811296
2021-08-22 18:50:44,-0.139264459026401,29.234089999999998,12.3761444413093,11.478340538398401,5.12684860358614,3.29728063482374,29.842263085609599,-0.66824355257134405
2021-08-22 18:50:45,-0.14078666259728301,29.234089999999998,12.375307560705,11.475344398542701,5.1260063583625799,3.2989790935449399,29.842781931939601,-0.68708988249657499
2021-08-22 18:50:46,-0.13727300473065901,29.232700000000001,12.3778986718068,11.470950775370101,5.12955773631161,3.2971890737066998,29.842759041660301,-0.68167251640469795
2021-08-22 18:50:47,-0.13597970395238701,29.241119999999999,12.374765734159901,11.470773742934499,5.1311349343735699,3.2949046238364099,29.842705631008702,-0.68258812757514997
2021-08-22 18:50:48,-0.13862353120708201,29.241119999999999,12.3723194677781,11.470931999202699,5.1280824660155702,3.3099710056462701,29.842728521287999,-0.60815656951014097
2021-08-22 18:50:49,-0.13714710819472201,29.241119999999999,12.374674535632501,11.471551612727,5.1296703933160401,3.30003204639097,29.8422325652373,-0.675301388676943
2021-08-22 18:50:50,-0.13512131848008599,29.222329999999999,12.372555511025499,11.471278017144799,5.1310276419883998,3.3040561574851202,29.8428506027774,-0.73252708683045997
2021-08-22 18:50:51,-0.13486952540821101,29.231919999999999,12.3743955754311,11.469987826213201,5.1292412237753702,3.3024263696017102,29.8424843583092,-0.693575461620626
2021-08-22 18:50:52,-0.13485808026857801,29.231919999999999,12.372614521837299,11.472839121349001,5.12911783753243,3.2999816877765902,29.842301236075102,-0.69071417671295698
2021-08-22 18:50:53,-0.13864642148634301,29.239889999999999,12.3741380737067,11.4715489304174,5.1291232021516899,3.3062353120708101,29.8424080573783,-0.67709446055242095
2021-08-22 18:50:54,-0.135624904623835,29.239889999999999,12.3754094884709,11.4728471682779,5.1306038370669897,3.31831680146498,29.842148634213299,-0.65782847550739898
2021-08-22 18:50:55,-0.136723638028383,29.248570000000001,12.3747925572562,11.4716589051122,5.1297669564626904,3.29608118419045,29.842057073096299,-0.68552571341370605
2021-08-22 18:50:56,-0.13490386082709999,29.248570000000001,12.3714021178849,11.4743841316954,5.1283506969784796,3.29782542347017,29.842423317564499,-0.68277887990233199
2021-08-22 18:50:57,-0.135602014344575,29.27824,12.3715094102701,11.4765192501602,5.1307862341217803,3.3055760720280798,29.8422707157027,-0.71650389134747305
2021-08-22 18:50:58,-0.13771936517625399,29.27824,12.372067330673,11.4775331632001,5.13169285477644,3.3026552723943201,29.842293605982,-0.68213032198993195
2021-08-22 18:50:59,-0.13396535937738399,29.27824,12.3711660746376,11.478176917511099,5.1288549711887699,3.3063039829085898,29.842385167099,-0.69529223256523398
2021-08-22 18:51:00,-0.13371356630550901,29.264939999999999,12.3735104132535,11.476004246711399,5.1298259672745301,3.3097466809095102,29.8421944147719,-0.67213490004577803
2021-08-22 18:51:01,-0.139230123607508,29.23837,12.372067330673,11.4712055947848,5.1325351000000001,3.3130337250114499,29.842652220357099,-0.67476728216083803
2021-08-22 18:51:02,-0.141679383488477,29.23837,12.372523323309901,11.475741380367801,5.1336133884709296,3.3167694185869099,29.842896383335901,-0.67694185869068102
2021-08-22 18:51:03,-0.14198840225850701,29.246790000000001,12.372367749351399,11.4775894917023,5.1319020749275097,3.3015840073248901,29.842591179612398,-0.70593621242178795
2021-08-22 18:51:04,-0.13602548451091401,29.246790000000001,12.372732543461,11.4725413849802,5.1330983850221301,3.3031130779795501,29.842553029146998,-0.67034182817029997
2021-08-22 18:51:05,-0.13746757210437899,29.25224,12.3740790628949,11.468496462059401,5.1346058430337198,3.3115183885243402,29.8425225087746,-0.70059514726079797
2021-08-22 18:51:06,-0.135613459484208,29.25224,12.372603792598801,11.4677078630284,5.1328033309629104,3.3100259423164999,29.842759041660301,-0.70944605524187399
2021-08-22 18:51:07,-0.13616282618647901,29.25224,12.3716488903708,11.4679036716313,5.13269603857775,3.3004806958644899,29.842858232870402,-0.738478559438424
2021-08-22 18:51:08,-0.134217152449258,29.2437,12.3736016117809,11.4696069382458,5.1346487599877904,3.3070044254539899,29.8427514115672,-0.68247367617885402
2021-08-22 18:51:09,-0.13512131848008599,29.2437,12.3729256697543,11.472774745917899,5.1334524498931797,3.3139951167404198,29.843193956966299,-0.678925682893324
2021-08-22 18:51:10,-0.13540744697085499,29.25347,12.3736713518312,11.472517244193501,5.1321273889363699,3.3035113688386999,29.842942163894399,-0.70334198077217103
2021-08-22 18:51:11,-0.133152754463605,29.25347,12.372056601434499,11.4678285669617,5.1325994754310997,3.2938013123760101,29.8427743018465,-0.71871661834274203
2021-08-22 18:51:12,-0.135418892110482,29.228490000000001,12.372448218640301,11.469880533828,5.1341981319700896,3.3120585991149101,29.843010834732201,-0.69445292232565103
2021-08-22 18:51:13,-0.135808026857928,29.228490000000001,12.372051236815199,11.4711841363078,5.1324707245688996,3.3163940180070202,29.842934533801301,-0.55173203113077895
2021-08-22 18:51:14,-0.13515565389897999,29.216519999999999,12.371632796513,11.471186818617401,5.1328301540592101,3.2904410193804399,29.842835342591201,-0.71589348390049901
2021-08-22 18:51:15,-0.13628872272241599,29.216519999999999,12.3724106663055,11.468375758126101,5.1368750769800098,3.31019990843888,29.8430260949184,-0.67221120097664799
2021-08-22 18:51:16,-0.13726155959102601,29.272580000000001,12.3720941537693,11.4673967151114,5.1365639290630201,3.3203494582633901,29.843193956966299,-0.68537311155196601
2021-08-22 18:51:17,-0.135396001831221,29.272580000000001,12.372287280062601,11.468249689573501,5.1363493442926904,3.30982908591485,29.843476270410498,-0.64752784983976597
2021-08-22 18:51:18,-0.133290096139175,29.25507,12.372287280062601,11.466921946307,5.1364780951548896,3.3071509232412599,29.8434839005036,-0.674347627041047
2021-08-22 18:51:19,-0.14199984739814001,29.25507,12.371799099710101,11.466935357855199,5.1377816976346704,3.3019685640164802,29.8427514115672,-0.66595452464520599
2021-08-22 18:51:20,-0.14106134594841799,29.21659,12.3728130127499,11.4680109640165,5.1372345064703202,3.3149198840225802,29.842980314359799,-0.70723332824660501
2021-08-22 18:51:21,-0.138142835342593,29.21659,12.372190716915901,11.467605935262499,5.1357753300320397,3.3106119334655899,29.842949793987501,-0.66404700137341499
2021-08-22 18:51:22,-0.136838089424692,29.22833,12.372281915443301,11.466809289302599,5.1374329973828798,3.30552113535785,29.842949793987501,-0.68819624599420903
2021-08-22 18:51:23,-0.137009766519152,29.22833,12.371777641233001,11.4673672097055,5.1378138853502202,3.3137433236685498,29.8432702578971,-0.66870135815656195
2021-08-22 18:51:24,-0.137902487410346,29.250599999999999,12.3718956628567,11.4677776030787,5.1364512720585997,3.3095818708988198,29.8434075995727,-0.732221883106982
2021-08-22 18:51:25,-0.13380512742255199,29.250599999999999,12.3729310343736,11.4675013251869,5.1366229398748704,3.3140088509079799,29.8436365023653,-0.66412330230428396
2021-08-22 18:51:26,-0.134343048985196,29.21641,12.3716649842286,11.4668334300893,5.137829979208,3.31669159163742,29.844231649626099,-0.72882649168319102
2021-08-22 18:51:27,-0.1366549671906,29.21641,12.372893482038799,11.4676568991454,5.1383449826568004,3.3201297115824802,29.8438119945063,-0.58393102395849406
2021-08-22 18:51:28,-0.134114146192582,29.22702,12.371761547375201,11.467710545338001,5.1383825349916101,3.3106394018006999,29.843895925530301,-0.63818098580802896
2021-08-22 18:51:29,-0.13595681367312601,29.266549999999999,12.372458947878799,11.466583975293799,5.1386561305737803,3.3098886006409298,29.844155348695299,-0.67480543262628201
2021-08-22 18:51:30,-0.13259194262169999,29.266549999999999,12.372126341484799,11.466390849000501,5.1415798480695898,3.3085655424996201,29.8440027468335,-0.66454295742407599
2021-08-22 18:51:31,-0.13660918663207899,29.266549999999999,12.3723409262552,11.4656022499695,5.1415422957347801,3.31393102395849,29.844124828322901,-0.68354188921104497
2021-08-22 18:51:32,-0.13684953456432,29.22531,12.372383843209199,11.4601866668282,5.1387634229589496,3.3216587822371402,29.844376621394801,-0.65054173660919201
2021-08-22 18:51:33,-0.13295818708988499,29.214670000000002,12.3719278505723,11.462949445746199,5.1410916677170704,3.3067801007172299,29.844361361208598,-0.60949183580040101
2021-08-22 18:51:34,-0.136689302609494,29.214670000000002,12.3727379080803,11.4635717415802,5.1418158913169503,3.30879444529223,29.8446970853044,-0.77418739508622503
2021-08-22 18:51:35,-0.13657485121318499,29.214670000000002,12.371809828948599,11.466246004280499,5.1408717183274897,3.3160369296505401,29.844925988097099,-0.66812910117503099
2021-08-22 18:51:36,-0.136815199145432,29.264620000000001,12.372968586708399,11.4662111342553,5.1397451482832297,3.31017701815962,29.844971768655601,-0.71787730810315897
2021-08-22 18:51:37,-0.13976804517015101,29.243600000000001,12.3719385798108,11.463300828307601,5.1396539497558402,3.31613764687929,29.845269342285999,-0.62986418434305702
2021-08-22 18:51:38,-0.14142759041660299,29.243600000000001,12.372689626506901,11.4627455902144,5.14142963873035,3.3214344575003798,29.844666564932101,-0.696436746528312
2021-08-22 18:51:39,-0.13969937433236801,29.214649999999999,12.3718473812834,11.4644327629712,5.1414350033496099,3.32159011139936,29.8447352357699,-0.74965664581108205
2021-08-22 18:51:40,-0.136895315122842,29.214649999999999,12.370055598451099,11.463912394903099,5.1398470760491399,3.31273615138105,29.844445292232599,-0.67919273615137699
2021-08-22 18:51:41,-0.13715855333435001,29.222709999999999,12.368392566481001,11.4623056914352,5.1399436391957902,3.3245704257591902,29.844193499160699,-0.66706088814284004
2021-08-22 18:51:42,-0.13363345032809301,29.222709999999999,12.368730537494301,11.4635985646765,5.1432911616129999,3.3105524187395101,29.844162978788301,-0.703189378910415
2021-08-22 18:51:43,-0.136769418586905,29.21556,12.368151158614401,11.4651784450481,5.1436881434381201,3.3180329620021398,29.8440408972989,-0.697657561422242
2021-08-22 18:51:44,-0.13497253166488801,29.21556,12.3700877861666,11.4634000737639,5.1425830318708998,3.3136242942163898,29.84421638944,-0.67160079352967395
2021-08-22 18:51:45,-0.13847474439188301,29.213090000000001,12.371643525751599,11.458604104147,5.1419339129406403,3.3093895925530301,29.843873035251001,-0.66206317717075402
2021-08-22 18:51:46,-0.133198535022126,29.213090000000001,12.3715684210819,11.4596260641157,5.1441763237906297,3.3118800549366698,29.844193499160699,-0.68239737524798405
2021-08-22 18:51:47,-0.135705020601251,29.239360000000001,12.372866658942501,11.460369063883,5.14382762353884,3.3120311307798,29.844979398748698,-0.67602624752021201
2021-08-22 18:51:48,-0.13625438730352701,29.239360000000001,12.3723409262552,11.4599962228445,5.1416549527392004,3.3231054478864599,29.8445444834427,-0.66900656188005703
2021-08-22 18:51:49,-0.13635739356020399,29.239360000000001,12.3692830932779,11.458574598741,5.1424757394857297,3.3224690981229998,29.844666564932101,-0.67991759499466298
2021-08-22 18:51:50,-0.134114146192582,29.24343,12.368076053944799,11.4583466024226,5.1447235149549799,3.3109278193193998,29.8445444834427,-0.643865405157941
2021-08-22 18:51:51,-0.13454906149854901,29.24343,12.3696908043415,11.458979627494999,5.1433769955211401,3.3134777964291202,29.844689455211402,-0.64138562490462003
2021-08-22 18:51:52,-0.134480390660766,29.244450000000001,12.3729203051351,11.459580464851999,5.1423791763390803,3.3241217762856698,29.844842057073102,-0.64905386845719204
2021-08-22 18:51:53,-0.13420570730963,29.244450000000001,12.372045872195899,11.4582473569663,5.1437417896307096,3.3329207996337602,29.845460094613198,-0.69620784373568601
2021-08-22 18:51:54,-0.13407981077369299,29.227730000000001,12.3727432726995,11.4581561584389,5.1463007130169398,3.3150618037540101,29.845185411262001,-0.670265527239431
2021-08-22 18:51:55,-0.14123302304288299,29.227730000000001,12.3715576918434,11.458952804398701,5.1464509223561796,3.3301464977872701,29.845536395543999,-0.67789562032655903
2021-08-22 18:51:56,-0.14145048069586399,29.212009999999999,12.3725823341218,11.4591647068595,5.1459842004806902,3.30202350068671,29.845299862658301,-0.66938806653440497
2021-08-22 18:51:57,-0.14146192583549699,29.212009999999999,12.3724857709751,11.458239310037399,5.1464938393102404,3.3243048985197601,29.8453151228445,-0.81683961544331096
2021-08-22 18:51:58,-0.13407981077369299,29.219819999999999,12.3702701832214,11.4584538948077,5.1480012973218399,3.3171310849992399,29.8453151228445,-0.67705631008697698
2021-08-22 18:51:59,-0.139058446513048,29.219819999999999,12.368086783183299,11.459368562391299,5.1462256083473203,3.32777964291164,29.845856859453701,-0.63314512437051795
2021-08-22 18:52:00,-0.13586525255608201,29.228760000000001,12.3664773974058,11.4586899380551,5.1452492476423002,3.3306271936517602,29.845650846940298,-0.73916526781626701
2021-08-22 18:52:01,-0.136941095681369,29.228760000000001,12.366134061773201,11.4582312631085,5.1478725464596398,3.3253441171982301,29.8455058751717,-0.784335418892118
2021-08-22 18:52:02,-0.13261483290096099,29.20703,12.369122154700101,11.458934028231299,5.1467942579887103,3.3227163131390198,29.8456584770334,-0.67659850450175996
2021-08-22 18:52:03,-0.13720433389287201,29.20703,12.3681189708988,11.4592076238135,5.14471815033572,3.3133358766977001,29.845620326568,-0.67106668701358696
2021-08-22 18:52:04,-0.134457500381505,29.217880000000001,12.3641223295513,11.4584941294522,5.1469283734701703,3.31858690676026,29.846284144666601,-0.67392797192125597
2021-08-22 18:52:05,-0.13595681367312601,29.217880000000001,12.361584864642101,11.4583117323974,5.1478135356478001,3.31914542957424,29.845795818709,-0.67930718754769004
2021-08-22 18:52:06,-0.13615138104685101,29.193020000000001,12.3653615566,11.459478537086101,5.1458930019532998,3.3280589043186302,29.845666107126501,-0.72512589653593995
2021-08-22 18:52:07,-0.13395391423775599,29.193020000000001,12.364218892698,11.4589957213528,5.1462953483976799,3.3223546467266898,29.8454066839615,-0.75881275751563704
2021-08-22 18:52:08,-0.13507553792156399,29.232299999999999,12.3662198956814,11.4579549852167,5.1496750585304403,3.3242408057378299,29.845414314054601,-0.66404700137341499
2021-08-22 18:52:09,-0.13588814283534301,29.232299999999999,12.367410841156699,11.455986169948901,5.1484626545780596,3.3233801312376001,29.845811078895199,-0.68251182664428001
2021-08-22 18:52:10,-0.13517854417824099,29.232289999999999,12.3662198956814,11.455160018583101,5.1490098457424098,3.3326323821150599,29.845727147871202,-0.69750495956050296
2021-08-22 18:52:11,-0.135693575461623,29.232289999999999,12.366654429841301,11.4549159284068,5.1508660040057999,3.30799328551808,29.845643216847201,-0.68602166946436605
2021-08-22 18:52:12,-0.138005493667023,29.226019999999998,12.365511765939299,11.4555409065504,5.1512898089272099,3.3238791393254998,29.846230734014998,-0.62791851060582304
2021-08-22 18:52:13,-0.140431863268732,29.226019999999998,12.362368099053899,11.4552029355372,5.1492137012742303,3.3339920647031902,29.84597131085,-0.66904471234548302
2021-08-22 18:52:14,-0.14272089119487,29.21472,12.363242531993,11.450838817770499,5.14971261086525,3.3314420875934698,29.8463375553182,-0.66786204791697901
2021-08-22 18:52:15,-0.13972226461162901,29.230399999999999,12.363097687272999,11.4508924639631,5.1515902276056798,3.3190630245689001,29.846658019227799,-0.67934533801311603
2021-08-22 18:52:16,-0.135819471997561,29.230399999999999,12.3652167118801,11.4543124087403,5.1499969356859499,3.3274637570578398,29.846238364108,-0.57870441019379903
2021-08-22 18:52:17,-0.13643750953761399,29.230399999999999,12.366793909942,11.455578458885199,5.1492458889897801,3.3304852739203401,29.846253624294199,-0.67945978940942897
2021-08-22 18:52:18,-0.136563406073552,29.199490000000001,12.3642779035098,11.453448705039699,5.1513166320234998,3.3250099191210101,29.846345185411302,-0.69571188768502501
2021-08-22 18:52:19,-0.134503280940027,29.214300000000001,12.362909925599,11.4548515529757,5.15127907968869,3.3207706394018,29.846581718296999,-0.695978940943077
2021-08-22 18:52:20,-0.133221425301387,29.214300000000001,12.3624163806272,11.4536311020945,5.1489883872653799,3.3374301846482499,29.846474896993701,-0.68380894246909696
2021-08-22 18:52:21,-0.13595681367312601,29.214729999999999,12.363677066152899,11.450350637418,5.1513863720738602,3.3102777353883699,29.846520677552299,-0.668586906760266
2021-08-22 18:52:22,-0.13486952540821101,29.214729999999999,12.3633230012819,11.449800763943999,5.1536770644971801,3.3299130169388098,29.8465054173661,-0.69132458415993003
2021-08-22 18:52:23,-0.13529299557454499,29.214210000000001,12.362942113314499,11.4509112401305,5.1526202345032797,3.33114451396307,29.8465435678315,-0.66599267511063198
2021-08-22 18:52:24,-0.136895315122842,29.214210000000001,12.363178156561901,11.450213839626899,5.1526631514573502,3.3225743934076002,29.8465283076454,-0.69216389439951298
2021-08-22 18:52:25,-0.13501831222340899,29.230370000000001,12.3617136155043,11.4492643020182,5.1547714468258796,3.3280405920952201,29.8466046085762,-0.67423317564473395
2021-08-22 18:52:26,-0.13753624294216199,29.230370000000001,12.3626631531131,11.4504069659202,5.15414915099191,3.3386342133374001,29.846368075690499,-0.67759041660308095
2021-08-22 18:52:27,-0.134262933007785,29.258089999999999,12.361955023370999,11.4506993376698,5.1524485666870099,3.3283198535022098,29.8458721196399,-0.66198687623988495
2021-08-22 18:52:28,-0.135808026857928,29.258089999999999,12.3623144528613,11.4513886912445,5.1537950861208603,3.3345322752937601,29.845498245078598,-0.75473065771402004
2021-08-22 18:52:29,-0.136872424843581,29.229279999999999,12.362684611590099,11.4549776215283,5.1557853598657104,3.3136242942163898,29.8459102701053,-0.66431405463146698
2021-08-22 18:52:30,-0.13861208606744899,29.229279999999999,12.3623895575309,11.4581963930833,5.1543530065237304,3.3275827865099998,29.845635586754199,-0.63577750648557796
2021-08-22 18:52:31,-0.14007706394017999,29.229279999999999,12.3634410229055,11.459202259194299,5.1532908119105798,3.3343491530596698,29.845978940943098,-0.65077063940180002
2021-08-22 18:52:32,-0.13921867846788,29.215240000000001,12.362121326567999,11.4580408191248,5.1536341475431104,3.3404288112314999,29.846558828017699,-0.66217762856706697
2021-08-22 18:52:33,-0.139241568747141,29.215240000000001,12.3623841929116,11.458577281050699,5.1550343131695398,3.3338913474744398,29.846436746528301,-0.68415229665801902
2021-08-22 18:52:34,-0.13538455669159399,29.236999999999998,12.3631298749886,11.4591834830269,5.1540257647489698,3.3266305508927201,29.8464291164352,-0.65538684571952099
2021-08-22 18:52:35,-0.13824584159927,29.236999999999998,12.3633015428048,11.458807959678801,5.1536448767816303,3.3256325347169202,29.846772470624099,-0.68373264153822799
2021-08-22 18:52:36,-0.133106973905083,29.2242,12.3632908135663,11.4581668876774,5.1570084930566198,3.3354478864642099,29.845879749732902,-0.69430032046391199
2021-08-22 18:52:37,-0.13722722417213201,29.2242,12.3611503304822,11.458408295544,5.1577595397527798,3.33113535785137,29.846635128948598,-0.67984129406379401
2021-08-22 18:52:38,-0.13975660003051801,29.211870000000001,12.3621535142835,11.4593202808179,5.1554903058064996,3.32590264001221,29.846711429879399,-0.65210590569204396
2021-08-22 18:52:39,-0.135842362276821,29.211870000000001,12.362909925599,11.4589152520639,5.1567080743781499,3.3418205402105898,29.846467266900699,-0.72829238516710504
2021-08-22 18:52:40,-0.137021211658785,29.209109999999999,12.3632747197085,11.457751129684899,5.1579365721883104,3.3256783152754501,29.846650389134702,-0.68659392644589701
2021-08-22 18:52:41,-0.13684953456432,29.209109999999999,12.360705067083799,11.4589072051351,5.1573947456432201,3.32441019380436,29.8469479627651,-0.69704715397528605
2021-08-22 18:52:42,-0.13473218373264101,29.187750000000001,12.3634785752403,11.4597977319319,5.1550557716465697,3.3260491377994801,29.846772470624099,-0.67259270563101303
2021-08-22 18:52:43,-0.13725011445139801,29.187750000000001,12.363328365901101,11.4582661331337,5.1568904714329298,3.33640470013734,29.846825881275802,-0.63898214558216804
2021-08-22 18:52:44,-0.135567678925681,29.194600000000001,12.3598359987639,11.458239310037399,5.1581887092934604,3.3228124523119198,29.846627498855501,-0.67896383335876798
2021-08-22 18:52:45,-0.13591103311460401,29.194600000000001,12.3637789939188,11.459384656249,5.15615551859453,3.3325041965511999,29.846741950251801,-0.61483290096139098
2021-08-22 18:52:46,-0.13380512742255199,29.189859999999999,12.362335911338301,11.458998403662401,5.1551898871280297,3.3383000152601898,29.8468564016481,-0.69735235769876402
2021-08-22 18:52:47,-0.13655196093392399,29.202349999999999,12.361193247436301,11.4584485301885,5.1571587023958498,3.3298397680451699,29.8474133984435,-0.66309323973751899
2021-08-22 18:52:48,-0.138154280482221,29.202349999999999,12.365399108934801,11.4567506281932,5.1570031284373599,3.3244788646421499,29.846894552113501,-0.662597283686859
2021-08-22 18:52:49,-0.140397527849838,29.202349999999999,12.359524850846899,11.4579388913589,5.1558550999160699,3.33928887532428,29.847092934533801,-0.68621242179154895
