時間,XY8002FR,XY8002TI,XY8002PI,TB8002PIB,TB8004PI,MX8004PIB,MX8004TI,MX8004FR
2021-06-30 10:40:00,-0.130817945978939,28.69472,6.9147420869143899,6.0259051450938497,3.4206421777048699,1.5782984892415699,34.487623989012697,-0.56153670074775097
2021-06-30 10:40:01,-0.12904394933618299,28.704059999999998,6.9144899498092496,6.02582467580498,3.4199984233938698,1.5826201739661201,34.487402716313099,-0.548756294826797
2021-06-30 10:40:02,-0.12978788341217901,28.704059999999998,6.9153643827483604,6.0254813401724396,3.4206046253700602,1.58245536395544,34.486769418586903,-0.66118571646574598
2021-06-30 10:40:03,-0.12744162978788601,28.681719999999999,6.9147903684877203,6.0260070728597599,3.4207333762322598,1.5774195025179301,34.485838547230301,-0.61128490767587895
2021-06-30 10:40:04,-0.12858614375095501,28.691859999999998,6.91401249869525,6.0255537625324296,3.4208567624752,1.5842636960170899,34.48502212727,-0.59617732336334295
2021-06-30 10:40:05,-0.12991377994811701,28.691859999999998,6.9146616176255202,6.0254089178124497,3.4204222283152799,1.58100869830612,34.484411719823001,-0.66755684419350103
2021-06-30 10:40:06,-0.12974210285365201,28.691859999999998,6.9151766210743197,6.0250173006065904,3.4205295207004398,1.5809949641385601,34.484343048985203,-0.64165267816267202
2021-06-30 10:40:07,-0.128254234701665,28.65137,6.9152678196017101,6.0252908961887703,3.4211518165344099,1.5759362124217899,34.484091255913299,-0.61826644285060794
2021-06-30 10:40:08,-0.129295742408058,28.638269999999999,6.9153321950328097,6.0254276939798599,3.4210284302914702,1.5773187852891799,34.483381657256203,-0.59632992522508199
2021-06-30 10:40:09,-0.12765908744086699,28.638269999999999,6.9153697473676203,6.0263718669693302,3.4201539973523598,1.5884571951777799,34.483335876697701,-0.70845414314055299
2021-06-30 10:40:10,-0.13406836563405999,28.670819999999999,6.9148762023958499,6.0266025455974397,3.4204222283152799,1.5844605524187401,34.482488936365002,-0.67633145124370797
2021-06-30 10:40:11,-0.13402258507553799,28.670819999999999,6.9150585994506297,6.02563959644056,3.4208031162826198,1.5830734014954999,34.482229513200103,-0.64638333587670604
2021-06-30 10:40:12,-0.13349610865252801,28.688580000000002,6.9139320294063804,6.0291748805318202,3.4208138455211299,1.58303677704868,34.481497024263703,-0.67289790935449101
2021-06-30 10:40:13,-0.12982221883106801,28.688580000000002,6.9150961517854403,6.0269539281588598,3.4204061344575001,1.5816038455669199,34.481146039981702,-0.62376010987333697
2021-06-30 10:40:14,-0.130520372348543,28.674949999999999,6.91444166823592,6.02748502546544,3.4205187914619302,1.58226308560964,34.480192278345797,-0.65470013734167798
2021-06-30 10:40:15,-0.12922707157027499,28.674949999999999,6.9150210471158298,6.0266776502670503,3.42055097917748,1.5746543567831499,34.4799023348085,-0.65473828780710397
2021-06-30 10:40:16,-0.13021135357851299,28.674949999999999,6.9145328667633104,6.0271014551884603,3.4203900405997301,1.5794338470929401,34.479879444529203,-0.70143445750038003
2021-06-30 10:40:17,-0.13116130016786201,28.667120000000001,6.9148332854417802,6.02690028196628,3.4204490514115702,1.5813703647184501,34.479536090340297,-0.71081947199756101
