時間,XY8002FR,XY8002TI,XY8002PI,TB8002PIB,TB8004PI,MX8004PIB,MX8004TI,MX8004FR
2021-06-30 09:20:00,-0.12876926598504701,27.650590000000001,6.8500716017549204,5.9675970983747897,4.5273631307034998,2.6949549824507901,32.856340607355399,-0.65885853807416395
2021-06-30 09:20:01,-0.128425911796124,27.650590000000001,6.8504793128185604,5.9675702752784998,4.5276742786204798,2.6974454448344298,32.858133679230903,-0.69792461468029399
2021-06-30 09:20:02,-0.133255760720281,27.651129999999998,6.8501091540897301,5.9666690192430902,4.5271807336487102,2.7009705478406798,32.862231039218699,-0.55100717228750995
2021-06-30 09:20:03,-0.13599114909202001,27.651129999999998,6.8501788941400896,5.9665027160460902,4.5268481272546897,2.6946436746528302,32.857248588432803,-0.710628719670378
2021-06-30 09:20:04,-0.13494964138562701,27.6539,6.8495780567831499,5.96820598266061,4.5263653115214399,2.7008469403326698,32.856630550892703,-0.68087135663055898
2021-06-30 09:20:05,-0.128483137494279,27.641680000000001,6.8499106631771696,5.9683508273805899,4.5272826614146204,2.6905234243857801,32.857744544483403,-0.77670532580497198
2021-06-30 09:20:06,-0.130543262627803,27.641680000000001,6.8509889516481,5.9683159573554097,4.5274114122768196,2.6938287807111201,32.860071722874999,-0.70833969174424005
2021-06-30 09:20:07,-0.130611933465586,27.641680000000001,6.8502325403326703,5.9680825964176698,4.5275294339005097,2.7010163283992101,32.860224324736798,-0.626812147108188
2021-06-30 09:20:08,-0.13140164810010899,27.66892,6.8495726921638997,5.9669104271097204,4.5278620402945204,2.6929772623226,32.861567221120097,-0.68621242179154895
2021-06-30 09:20:09,-0.127121165878223,27.684909999999999,6.8499428508927203,5.9670794126163598,4.5289242349076702,2.6968777659087499,32.860369296505397,-0.75270868304593397
2021-06-30 09:20:10,-0.12913551045322599,27.684909999999999,6.85027009266748,5.9674254305585199,4.5302653897222598,2.70032962002136,32.860911033114597,-0.70463909659697099
2021-06-30 09:20:11,-0.12902105905692199,27.684909999999999,6.8492347211506202,5.96816843032581,4.5282697513581596,2.6948817335571502,32.861529070654697,-0.67694185869068102
2021-06-30 09:20:12,-0.13124141614527801,27.653390000000002,6.84970680764535,5.9676507445673703,4.5291817366320801,2.6972531664886299,32.861483290096103,-0.71955592858232398
2021-06-30 09:20:13,-0.12778498397680399,27.627269999999999,6.8497604538379404,5.9657704455173199,4.5296860108423598,2.6998260338776099,32.861796123912697,-0.81874713871508398
